candidate_rank	word	combined_equal_corpus_ppm	hkcancor_count	cantomap_count	attested_both_spoken_corpora	cross_corpus_balance	hkcancor_top_pos	hkcancor_pos_counts	hkcancor_proper_like_share	hkcancor_jyutping_counts	cantomap_top_pos	cantomap_pos_counts	cantomap_jyutping_counts	cifu_top2000	cifu_rank	known_invalid_atomic	rime_present	rime_readings_compact	rime_source_files	review_flags	expert_status	expert_note
988	唔通	62.074330	14	1	true	0.090717	d	d:14	0.000000	m4tung1:14	d	d:1	m4tung1:1	true	985	false	true	m4tung1	jyut6ping3.words.dict.yaml	domain_concentration_signal|negated_sequence	unreviewed	
989	減	62.074330	14	1	true	0.090717	v	v:14	0.000000	gaam2:14	v	v:1	gaam2:1	false		false	true	gaam2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
990	答	62.074330	14	1	true	0.090717	v	v:14	0.000000	daap3:14	v	v:1	daap3:1	true	1016	false	true	daap3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
991	認	62.074330	14	1	true	0.090717	v	v:14	0.000000	jing6:14	v	v:1	jing6:1	false		false	true	jan6|jing2|jing6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
992	咸	61.954030	0	12	false	0.000000			0.000000		nr	nr:7|Ng:2|a:2|n:1	haam4:12	true	983	false	true	haam4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
993	墳場	61.954030	0	12	false	0.000000			0.000000		n	n:12	fan4coeng4:12	true	403	false	true	fan4coeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
994	邊邊	61.954030	0	12	false	0.000000			0.000000		n	n:5|f:4|r:3	bin1bin1:12	false		false	true	bin1bin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
995	陶	61.954030	0	12	false	0.000000			0.000000		n	n:4|v:3|Ng:2|nr:1|q:1|x:1	tou4:12	true	1055	false	true	jiu4|tou4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
999	三千	60.976601	15	0	false	0.000000	m	m:15	0.000000	saam1cin1:15				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
1000	上來	60.976601	15	0	false	0.000000	v	v:15	0.000000	soeng5lai4:15				false		false	true	soeng5loi4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1001	亞視	60.976601	15	0	false	0.000000	nt	nt:15	1.000000	aa3si6:15				true	1417	false	true	aa3si6	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1002	夜	60.976601	15	0	false	0.000000	a	a:11|t:2|n:1|q:1	0.000000	je6:15				false		false	true	je6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1003	封	60.976601	15	0	false	0.000000	v	v:8|q:7	0.000000	fung1:15				true	1583	false	true	fung1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1004	將來	60.976601	15	0	false	0.000000	t	t:13|n:2	0.000000	zoeng1loi4:15				true	494	false	true	zoeng1loi4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1005	得罪	60.976601	15	0	false	0.000000	v	v:15	0.000000	dak1zeoi6:15				true	1250	false	true	dak1zeoi6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1006	搞錯	60.976601	15	0	false	0.000000	v	v:14|l1:1	0.000000	gaau2co3:15				true	1379	false	true	gaau2co3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1007	法國	60.976601	15	0	false	0.000000	ns	ns:15	1.000000	faat3gwok3:15				false		false	true	faat3gwok3	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1008	生活	60.976601	15	0	false	0.000000	v	v:13|vn:2	0.000000	sang1wut6:15				true	629	false	true	sang1wut6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1009	男仔	60.976601	15	0	false	0.000000	n	n:15	0.000000	naam4zai2:15				true	533	false	true	naam4zai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1010	結婚	60.976601	15	0	false	0.000000	v	v:15	0.000000	git3fan1:15				true	1169	false	true	git3fan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1011	聽日	60.976601	15	0	false	0.000000	t	t:15	0.000000	ting1jat6:15				true	1067	false	true	ting1jat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1012	話時話	60.976601	15	0	false	0.000000	l	l:10|v:5	0.000000	waa6si4waa6:15				false		false	true	waa6si4waa6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1013	醫生	60.976601	15	0	false	0.000000	n	n:15	0.000000	ji1sang1:15				true	1101	false	true	ji1sang1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1014	點知	60.976601	15	0	false	0.000000	r	r:15	0.000000	dim2zi1:15				true	711	false	true	dim2zi1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1015	旁邊	60.856301	1	11	true	0.071580	n	n:1	0.000000	pong4bin1:1	f	f:6|n:4|d:1	pong4bin1:11	true	1245	false	true	pong4bin1	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
1016	順	60.856301	1	11	true	0.071580	a	a:1	0.000000	seon6:1	v	v:5|a:3|n:2|Ng:1	seon6:11	true	1170	false	true	seon6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
1021	十七	59.432762	7	6	true	0.918608	m	m:7	0.000000	sap6cat1:7	m	m:6	sap6cat1:6	false		false	false			rime_absent|quantified_sequence	unreviewed	
1022	唔好意思	59.432762	7	6	true	0.918608	l1	l1:2|v:2|d:2|a:1	0.000000	m4hou2ji3si1:7	d	d:2|v:2|a:1|u:1	m4hou2ji3si3:6	true	1307	false	true	m4hou2ji3si1	jyut6ping3.words.dict.yaml	negated_sequence	unreviewed	
1027	九點鐘	58.660843	3	9	true	0.262460	t	t:3	0.000000	gau2dim2zung1:3	t	t:9	gau2dim2zung1:9	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1035	相	58.009224	13	1	true	0.097695	n	n:9|d:4	0.000000	soeng2:13	v	v:1	soeng1:1	true	855	false	true	soeng1|soeng2|soeng3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
1038	不嬲	56.911494	14	0	false	0.000000	d	d:13|c:1	0.000000	bat1nau1:14				true	1340	false	true	bat1lau1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1039	千	56.911494	14	0	false	0.000000	m	m:14	0.000000	cin1:14				true	994	false	true	cin1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1040	嘥	56.911494	14	0	false	0.000000	v	v:14	0.000000	saai1:14				true	1063	false	true	saai1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1041	報紙	56.911494	14	0	false	0.000000	n	n:14	0.000000	bou3zi2:14				true	683	false	true	bou3zi2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1042	家姐	56.911494	14	0	false	0.000000	n	n:14	0.000000	gaa1ze1:14				true	1433	false	true	gaa1ze1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1043	寧願	56.911494	14	0	false	0.000000	vu	vu:5|d:5|v:4	0.000000	ning4jyun2:14				true	1454	false	true	ning4jyun2|ning4jyun6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1044	屯門	56.911494	14	0	false	0.000000	ns	ns:13|n:1	0.928571	tyun4mun4:14				false		false	true	tyun4mun4	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1045	後來	56.911494	14	0	false	0.000000	t	t:14	0.000000	hau6loi4:14				true	1006	false	true	hau6loi4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1046	得到	56.911494	14	0	false	0.000000	v	v:14	0.000000	dak1dou2:8|dak1dou3:6				true	428	false	true	dak1dou3	jyut6ping3.words.dict.yaml	single_corpus_signal|aspect_result_sequence	unreviewed	
1047	成績	56.911494	14	0	false	0.000000	n	n:14	0.000000	sing4zik1:14				true	892	false	true	sing4zik1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1048	揾工	56.911494	14	0	false	0.000000	v	v:14	0.000000	wan2gung1:14				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1049	新聞	56.911494	14	0	false	0.000000	n	n:14	0.000000	san1man2:10|san1man4:4				true	1126	false	true	san1man2|san1man4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1050	永遠	56.911494	14	0	false	0.000000	d	d:14	0.000000	wing5jyun5:14				true	804	false	true	wing5jyun5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1051	為咗	56.911494	14	0	false	0.000000	p	p:14	0.000000	wai6zo2:14				false		false	false			single_corpus_signal|rime_absent|particle_final_sequence|aspect_result_sequence	unreviewed	
1052	熟	56.911494	14	0	false	0.000000	a	a:14	0.000000	suk6:14				true	1262	false	true	suk6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1053	牌子	56.911494	14	0	false	0.000000	n	n:14	0.000000	paai4zi2:14				true	1522	false	true	paai4zi2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1054	美國	56.911494	14	0	false	0.000000	ns	ns:14	1.000000	mei5gwok3:14				true	900	false	true	mei5gwok3	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1055	聖誕	56.911494	14	0	false	0.000000	t	t:13|n:1	0.000000	sing3daan3:14				true	1529	false	true	sing3daan3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1056	舖	56.911494	14	0	false	0.000000	n	n:14	0.000000	pou2:7|pou3:7				true	1133	false	true	pou1|pou3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1057	裏面	56.911494	14	0	false	0.000000	f	f:14	0.000000	leoi5min6:14				false		false	true	leoi5min6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1058	越來越	56.911494	14	0	false	0.000000	d	d:14	0.000000	jyut6lai4jyut6:14				false		false	true	jyut6loi4jyut6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1059	遲啲	56.911494	14	0	false	0.000000	t	t:14	0.000000	ci4di1:14				true	962	false	true	ci4di1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1060	阿哥	56.911494	14	0	false	0.000000	n	n:14	0.000000	aa3go1:14				true	1302	false	true	aa3go1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1061	阿婆	56.911494	14	0	false	0.000000	n	n:14	0.000000	aa3po4:14				true	1357	false	true	aa3po4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1062	集	56.911494	14	0	false	0.000000	n	n:11|q:3	0.000000	zaap6:14				false		false	true	zaap6|zap6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1063	叢林	56.791194	0	11	false	0.000000			0.000000		n	n:4|v:4|ns:3	cung4lam4:11	true	566	false	true	cung4lam4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1064	彎彎哋	56.791194	0	11	false	0.000000			0.000000		v	v:4|a:3|Ng:2|q:1|n:1	waan1waan1dei2:11	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1065	擦紙膠	56.791194	0	11	false	0.000000			0.000000		n	n:10|u:1	caat3zi2gaau1:11	true	1844	false	true	caat3zi2gaau1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1066	東南	56.791194	0	11	false	0.000000			0.000000		ns	ns:5|f:2|vn:1|x:1|a:1|l:1	dung1naam4:11	false		false	true	dung1naam4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1067	東邊	56.791194	0	11	false	0.000000			0.000000		Ng	Ng:4|n:2|f:2|nt:1|d:1|a:1	dung1bin1:11	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1068	西北	56.791194	0	11	false	0.000000			0.000000		n	n:5|nz:3|v:1|d:1|jns:1	sai1bak1:11	false		false	true	sai1bak1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1069	西南	56.791194	0	11	false	0.000000			0.000000		n	n:5|nz:3|vn:1|jnt:1|jns:1	sai1naam4:11	false		false	true	sai1naam4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1070	十一點鐘	55.693465	1	10	true	0.078738	t	t:1	0.000000	sap6jat1dim2zung1:1	t	t:10	sap6jat1dim2zung1:10	false		false	false			domain_concentration_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1071	姓	55.693465	1	10	true	0.078738	n	n:1	0.000000	sing3:1	n	n:10	sing3:10	true	1420	false	true	seng3|sing3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
1072	溫暖	55.693465	1	10	true	0.078738	a	a:1	0.000000	wan1nyun5:1	v	v:7|a:3	wan1nyun5:10	true	1709	false	true	wan1nyun5	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
1073	一陣	55.367656	6	6	true	0.787379	t	t:5|d:1	0.000000	jat1zan6:6	t	t:6	jat1zan6:6	true	839	false	true	jat1zan6	jyut6ping3.words.dict.yaml	quantified_sequence	unreviewed	
1075	四十	55.041846	11	2	true	0.230916	m	m:11	0.000000	sei3sap6:11	m	m:2	sei3sap6:2	false		false	false			rime_absent|quantified_sequence	unreviewed	
1078	十六	54.595736	2	9	true	0.174973	m	m:2	0.000000	sap6luk6:2	m	m:9	sap6luk6:9	false		false	false			rime_absent|quantified_sequence	unreviewed	
1086	六點鐘	53.498007	3	8	true	0.295267	t	t:3	0.000000	luk6dim2zung1:3	t	t:8	luk6dim2zung1:8	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1089	H股	52.846388	13	0	false	0.000000	nz	nz:13	1.000000					false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
1090	作為	52.846388	13	0	false	0.000000	v	v:13	0.000000	zok3wai4:12|zok1wai4:1				true	943	false	false			single_corpus_signal|rime_absent	unreviewed	
1091	個八	52.846388	13	0	false	0.000000	m	m:13	0.000000	go3baat3:13				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1092	倍	52.846388	13	0	false	0.000000	q	q:13	0.000000	pui5:13				false		false	true	bui3|pui5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1093	傾偈	52.846388	13	0	false	0.000000	v	v:13	0.000000	king1gai2:13				true	1617	false	true	king1gai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1094	價錢	52.846388	13	0	false	0.000000	n	n:13	0.000000	gaa3cin4:13				true	1214	false	true	gaa3cin2|gaa3cin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1095	原因	52.846388	13	0	false	0.000000	n	n:13	0.000000	jyun4jan1:13				true	857	false	true	jyun4jan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1096	城市	52.846388	13	0	false	0.000000	n	n:12|nt:1	0.076923	sing4si5:13				true	854	false	true	sing4si5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1097	壞	52.846388	13	0	false	0.000000	a	a:11|v:2	0.000000	waai6:12|waai2:1				true	1539	false	true	waai6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1098	小豬	52.846388	13	0	false	0.000000	nr	nr:13	1.000000	siu2zyu1:13				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
1099	廢	52.846388	13	0	false	0.000000	a	a:9|v:3|b:1	0.000000	fai3:12|fai2:1				false		false	true	fai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1100	易	52.846388	13	0	false	0.000000	a	a:13	0.000000	ji6:13				false		false	true	ji6|jik6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1101	暫時	52.846388	13	0	false	0.000000	d	d:13	0.000000	zaam6si4:13				true	1179	false	true	zaam6si4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1102	歐洲	52.846388	13	0	false	0.000000	ns	ns:13	1.000000	au1zau1:13				false		false	true	au1zau1	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1103	毛	52.846388	13	0	false	0.000000	n	n:13	0.000000	mou4:13				true	1482	false	true	mou4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1104	毫子	52.846388	13	0	false	0.000000	q	q:9|n:4	0.000000	hou4zi2:13				true	1370	false	true	hou4zi2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1105	水草	52.846388	13	0	false	0.000000	n	n:13	0.000000	seoi2cou2:13				true	1646	false	true	seoi2cou2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1106	深	52.846388	13	0	false	0.000000	a	a:13	0.000000	sam1:13				true	1371	false	true	sam1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1107	爛	52.846388	13	0	false	0.000000	a	a:9|d:2|n:1|d1:1	0.000000	laan6:13				true	1730	false	true	laan6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1108	牌	52.846388	13	0	false	0.000000	n	n:7|q:4|Ng:2	0.000000	paai4:10|paai2:3				true	1521	false	true	paai4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1109	牙	52.846388	13	0	false	0.000000	n	n:13	0.000000	ngaa4:13				true	1647	false	true	ngaa4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1110	琴日	52.846388	13	0	false	0.000000	t	t:13	0.000000	kam4jat6:13				true	1612	false	true	kam4jat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1111	男人	52.846388	13	0	false	0.000000	n	n:13	0.000000	naam4jan2:9|naam4jan4:4				true	618	false	true	naam4jan2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1112	突然間	52.846388	13	0	false	0.000000	d	d:13	0.000000	dat6jin4gaan1:13				false		false	true	dat6jin4gaan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1113	缸	52.846388	13	0	false	0.000000	q	q:8|n:5	0.000000	gong1:13				false		false	true	gong1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1114	酒店	52.846388	13	0	false	0.000000	n	n:13	0.000000	zau2dim3:13				true	1364	false	true	zau2dim3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1115	阿木	52.846388	13	0	false	0.000000	nr	nr:13	1.000000	aa3muk6:13				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
1116	骨折	52.846388	13	0	false	0.000000	v	v:13	0.000000	gwat1zit3:13				true	1598	false	true	gwat1zit3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1117	點算	52.846388	13	0	false	0.000000	r	r:11|v:2	0.000000	dim2syun3:13				true	1066	false	true	dim2syun3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1121	三點共線	51.628358	0	10	false	0.000000			0.000000		n	n:5|m:3|a:2	saam1dim2gung6sin3:10	false		false	false			single_corpus_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1122	大樹	51.628358	0	10	false	0.000000			0.000000		n	n:7|nz:1|a:1|x:1	daai6syu6:10	true	336	true	false			known_invalid_atomic|single_corpus_signal|rime_absent	unreviewed	
1123	攬欣金字塔	51.628358	0	10	false	0.000000			0.000000		n	n:4|v:4|ns:1|nz:1	laam2jan1gam1zi6:10	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1124	東北	51.628358	0	10	false	0.000000			0.000000		ns	ns:5|n:4|nt:1	dung1bak1:10	false		false	true	dung1bak1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1125	東南面	51.628358	0	10	false	0.000000			0.000000		n	n:7|f:3	dung1laam4min6:10	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1126	正上方	51.628358	0	10	false	0.000000			0.000000		n	n:10	zing3soeng6fong1:10	true	1754	true	false			known_invalid_atomic|single_corpus_signal|rime_absent	unreviewed	
1127	洞	51.628358	0	10	false	0.000000			0.000000		v	v:4|n:3|nr:2|a:1	dung6:10	true	142	false	true	dung6|tung4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1128	煙囪	51.628358	0	10	false	0.000000			0.000000		n	n:10	jin1cung1:10	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1129	直角	51.628358	0	10	false	0.000000			0.000000		d	d:5|n:5	zik6gok3:10	true	1672	false	true	zik6gok3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1130	碑	51.628358	0	10	false	0.000000			0.000000		n	n:10	bei1:10	true	721	false	true	bei1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1131	空	51.628358	0	10	false	0.000000			0.000000		n	n:5|v:4|a:1	hung1:10	true	1673	false	true	hung1|hung3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1132	終	51.628358	0	10	false	0.000000			0.000000		n	n:5|c:2|x:1|a:1|Ng:1	zung1:10	true	1810	false	true	zung1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1133	茅屋	51.628358	0	10	false	0.000000			0.000000		n	n:7|nt:1|f:1|v:1	maau4uk1:10	true	180	false	true	maau4uk1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1134	唔緊要	51.302549	5	6	true	0.656149	l	l:2|l1:2|a:1	0.000000	m4gan2jiu3:5	a	a:4|c:1|vu:1	m4gan2jiu3:6	true	794	false	true	m4gan2jiu3	jyut6ping3.words.dict.yaml	negated_sequence	unreviewed	
1135	成為	51.302549	5	6	true	0.656149	v	v:5	0.000000	sing4wai4:5	v	v:3|n:2|b:1	sing4wai4:6	true	891	false	false			rime_absent	unreviewed	
1137	咁滯	50.976739	10	2	true	0.254007	d	d:9|m:1	0.000000	gam3zai6:10	d	d:2	gam3zai6:2	true	1579	false	true	gam3zai6	jyut6ping3.words.dict.yaml	degree_sequence	unreviewed	
1139	核突	50.976739	10	2	true	0.254007	a	a:10	0.000000	wat6dat6:10	a	a:2	wat6dat6:2	true	1686	false	false			rime_absent	unreviewed	
1146	十三	49.432900	2	8	true	0.196845	m	m:2	0.000000	sap6saam1:2	m	m:8	sap6saam1:8	false		false	false			rime_absent|quantified_sequence	unreviewed	
1149	一萬	48.781281	12	0	false	0.000000	m	m:12	0.000000	jat1maan6:12				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
1150	上年	48.781281	12	0	false	0.000000	t	t:11|n:1	0.000000	soeng6nin2:12				true	1395	false	true	soeng6nin2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1151	入來	48.781281	12	0	false	0.000000	v	v:12	0.000000	jap6lai4:12				false		false	false			single_corpus_signal|rime_absent|directional_chain	unreviewed	
1152	味	48.781281	12	0	false	0.000000	n	n:12	0.000000	mei6:12				true	1927	false	true	mei6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1153	嘔	48.781281	12	0	false	0.000000	v	v:12	0.000000	au2:12				true	1833	false	true	au1|au2|au3|heoi1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1154	噉樣樣	48.781281	12	0	false	0.000000	r	r:8|c:4	0.000000	gam2joeng2joeng2:12				true	1026	false	true	gam2joeng2joeng2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1155	失業	48.781281	12	0	false	0.000000	v	v:11|vn:1	0.000000	sat1jip6:12				true	1190	false	true	sat1jip6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1156	女性	48.781281	12	0	false	0.000000	n	n:9|b:3	0.000000	neoi5sing3:12				true	1038	false	true	neoi5sing3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1157	小心	48.781281	12	0	false	0.000000	a	a:10|v:2	0.000000	siu2sam1:12				true	934	false	true	siu2sam1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1158	巴士	48.781281	12	0	false	0.000000	n	n:12	0.000000	baa1si2:12				true	1743	false	true	baa1si2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
